SPAC4G9.07	w2262-0	exactMatch	I	2263217	2263241	+	exactMatch	I	2265602	2265578	-	exactMatch	I	2263724	2263700	-	exactMatch	I	2265046	2265073	+	exactMatch	I	2263350	2263374	+	exactMatch	I	2265423	2265399	-
SPAC4G9.12	w2263	exactMatch	I	2276749	2276773	+	exactMatch	I	2278222	2278198	-	exactMatch	I	2277253	2277229	-	exactMatch	I	2277690	2277714	+	exactMatch	I	2276879	2276903	+	exactMatch	I	2278064	2278040	-
SPAC4G9.13c	w2264	exactMatch	I	2279673	2279649	-	exactMatch	I	2277792	2277816	+	exactMatch	I	2279165	2279191	+	exactMatch	I	2278266	2278242	-	exactMatch	I	2279541	2279517	-	exactMatch	I	2277892	2277916	+
SPAC4G9.15	w2265	exactMatch	I	2281780	2281804	+	exactMatch	I	2283805	2283781	-	exactMatch	I	2282751	2282727	-	exactMatch	I	2283325	2283349	+	exactMatch	I	2282377	2282401	+	exactMatch	I	2283699	2283675	-
SPAC4G9.16c	w2266	exactMatch	I	2284629	2284605	-	exactMatch	I	2283201	2283225	+	exactMatch	I	2284155	2284179	+	exactMatch	I	2283682	2283658	-	exactMatch	I	2284529	2284505	-	exactMatch	I	2283308	2283332	+
SPAC4H3.01	w2269	exactMatch	I	3822530	3822554	+	exactMatch	I	3824708	3824684	-	exactMatch	I	3823419	3823395	-	exactMatch	I	3824220	3824244	+	exactMatch	I	3823045	3823069	+	exactMatch	I	3824594	3824570	-
SPAC750.02c	w227	exactMatch	I	5562096	5562072	-	exactMatch	I	5559739	5559763	+	exactMatch	I	5561612	5561636	+	exactMatch	I	5560229	5560204	-	exactMatch	I	5561986	5561962	-	exactMatch	I	5559854	5559878	+
SPAC4H3.02c	w2270	exactMatch	I	3826169	3826145	-	exactMatch	I	3824052	3824076	+	exactMatch	I	3825695	3825719	+	exactMatch	I	3824538	3824514	-	exactMatch	I	3826069	3826045	-	exactMatch	I	3824164	3824188	+
SPAC4H3.03c	w2271	exactMatch	I	3829038	3829014	-	exactMatch	I	3826256	3826280	+	exactMatch	I	3828554	3828578	+	exactMatch	I	3826765	3826741	-	exactMatch	I	3828928	3828904	-	exactMatch	I	3826391	3826415	+
SPAC4H3.04c	w2272	exactMatch	I	3832591	3832567	-	exactMatch	I	3830628	3830652	+	exactMatch	I	3832106	3832130	+	exactMatch	I	3831189	3831164	-	exactMatch	I	3832480	3832456	-	exactMatch	I	3830814	3830838	+
SPAC4H3.05	w2273	exactMatch	I	3832325	3832349	+	exactMatch	I	3836040	3836016	-	exactMatch	I	3833261	3833237	-	exactMatch	I	3835547	3835571	+	exactMatch	I	3832887	3832911	+	exactMatch	I	3835921	3835897	-
SPAC4H3.09	w2275-0	exactMatch	I	3842967	3842991	+	exactMatch	I	3844454	3844430	-	exactMatch	I	3843890	3843866	-	exactMatch	I	3843974	3843998	+	exactMatch	I	3843516	3843540	+	exactMatch	I	3844348	3844324	-
SPAC4H3.11c	w2277-0	exactMatch	I	3850921	3850897	-	exactMatch	I	3847711	3847735	+	exactMatch	I	3850447	3850471	+	exactMatch	I	3848249	3848224	-	exactMatch	I	3850821	3850797	-	exactMatch	I	3847874	3847898	+
SPAC513.04	w2283	exactMatch	I	2912961	2912985	+	exactMatch	I	2914155	2914131	-	exactMatch	I	2913435	2913411	-	exactMatch	I	2913647	2913671	+	exactMatch	I	2913061	2913085	+	exactMatch	I	2914021	2913997	-
SPAC513.07	w2285	exactMatch	I	2921118	2921142	+	exactMatch	I	2923013	2922989	-	exactMatch	I	2921618	2921593	-	exactMatch	I	2922535	2922559	+	exactMatch	I	2921243	2921267	+	exactMatch	I	2922909	2922885	-
SPAC521.03	w2287	exactMatch	I	844698	844722	+	exactMatch	I	846374	846350	-	exactMatch	I	845181	845157	-	exactMatch	I	845869	845893	+	exactMatch	I	844807	844831	+	exactMatch	I	846243	846219	-
SPAC56E4.05	w2290	exactMatch	I	1255535	1255561	+	exactMatch	I	1256667	1256643	-	exactMatch	I	1256066	1256041	-	exactMatch	I	1256193	1256217	+	exactMatch	I	1255691	1255715	+	exactMatch	I	1256567	1256543	-
SPAC56E4.07	w2291	exactMatch	I	1258958	1258982	+	exactMatch	I	1260522	1260498	-	exactMatch	I	1259454	1259428	-	exactMatch	I	1260045	1260072	+	exactMatch	I	1259078	1259102	+	exactMatch	I	1260422	1260398	-
SPAC56F8.02	w2294	exactMatch	I	1123718	1123742	+	exactMatch	I	1129142	1129118	-	exactMatch	I	1124264	1124240	-	exactMatch	I	1128636	1128660	+	exactMatch	I	1123890	1123914	+	exactMatch	I	1129010	1128986	-
SPAC56F8.05c	w2296	exactMatch	I	1136607	1136583	-	exactMatch	I	1134259	1134283	+	exactMatch	I	1136104	1136128	+	exactMatch	I	1134738	1134714	-	exactMatch	I	1136478	1136454	-	exactMatch	I	1134364	1134388	+
SPAC56F8.08	w2297	exactMatch	I	1138200	1138224	+	exactMatch	I	1140690	1140666	-	exactMatch	I	1139040	1139016	-	exactMatch	I	1140215	1140239	+	exactMatch	I	1138666	1138690	+	exactMatch	I	1140589	1140565	-
SPAC56F8.16	w2303	exactMatch	I	1154283	1154307	+	exactMatch	I	1156368	1156344	-	exactMatch	I	1154809	1154784	-	exactMatch	I	1155843	1155867	+	exactMatch	I	1154434	1154458	+	exactMatch	I	1156217	1156193	-
SPAC57A10.04	w2306	exactMatch	I	1369765	1369789	+	exactMatch	I	1371685	1371661	-	exactMatch	I	1370673	1370649	-	exactMatch	I	1371121	1371146	+	exactMatch	I	1370299	1370323	+	exactMatch	I	1371496	1371472	-
SPAC57A10.07	w2308	exactMatch	I	1376883	1376907	+	exactMatch	I	1378684	1378660	-	exactMatch	I	1377402	1377377	-	exactMatch	I	1378188	1378212	+	exactMatch	I	1377027	1377051	+	exactMatch	I	1378562	1378538	-
SPAC57A10.08c	w2309	exactMatch	I	1380196	1380172	-	exactMatch	I	1378128	1378152	+	exactMatch	I	1379597	1379621	+	exactMatch	I	1378602	1378578	-	exactMatch	I	1379971	1379947	-	exactMatch	I	1378228	1378252	+
SPAC57A7.10c	w2311	exactMatch	I	1521276	1521300	+	exactMatch	I	1524978	1524954	-	exactMatch	I	1522190	1522166	-	exactMatch	I	1524500	1524524	+	exactMatch	I	1521816	1521840	+	exactMatch	I	1524874	1524850	-
SPAC57A7.07c	w2312	exactMatch	I	1529746	1529770	+	exactMatch	I	1531556	1531532	-	exactMatch	I	1530256	1530232	-	exactMatch	I	1531080	1531106	+	exactMatch	I	1529882	1529906	+	exactMatch	I	1531456	1531432	-
SPAC5D6.13	w2317	exactMatch	I	1492199	1492175	-	exactMatch	I	1490895	1490919	+	exactMatch	I	1491714	1491738	+	exactMatch	I	1491398	1491374	-	exactMatch	I	1492088	1492064	-	exactMatch	I	1491024	1491048	+
SPAC5D6.12	w2318	exactMatch	I	1494215	1494191	-	exactMatch	I	1492430	1492454	+	exactMatch	I	1493735	1493759	+	exactMatch	I	1492959	1492934	-	exactMatch	I	1494109	1494085	-	exactMatch	I	1492584	1492608	+
SPAC5D6.10c	w2319	exactMatch	I	1494331	1494355	+	exactMatch	I	1495522	1495498	-	exactMatch	I	1494818	1494794	-	exactMatch	I	1495045	1495069	+	exactMatch	I	1494444	1494468	+	exactMatch	I	1495419	1495395	-
SPAC5D6.09c	w2320	exactMatch	I	1496708	1496732	+	exactMatch	I	1498485	1498461	-	exactMatch	I	1497182	1497158	-	exactMatch	I	1498010	1498035	+	exactMatch	I	1496808	1496832	+	exactMatch	I	1498385	1498361	-
SPAC5D6.07c	w2322	exactMatch	I	1500483	1500507	+	exactMatch	I	1502834	1502810	-	exactMatch	I	1500999	1500975	-	exactMatch	I	1502360	1502384	+	exactMatch	I	1500625	1500649	+	exactMatch	I	1502734	1502710	-
SPAC5D6.05	w2323	exactMatch	I	1505178	1505154	-	exactMatch	I	1503457	1503481	+	exactMatch	I	1504701	1504725	+	exactMatch	I	1503931	1503907	-	exactMatch	I	1505075	1505051	-	exactMatch	I	1503557	1503581	+
SPAC5D6.02c	w2325	exactMatch	I	1509926	1509950	+	exactMatch	I	1511723	1511699	-	exactMatch	I	1510431	1510406	-	exactMatch	I	1511166	1511190	+	exactMatch	I	1510056	1510080	+	exactMatch	I	1511540	1511516	-
SPAC5H10.01	w2327	exactMatch	I	146552	146576	+	exactMatch	I	148319	148295	-	exactMatch	I	147041	147017	-	exactMatch	I	147787	147814	+	exactMatch	I	146667	146691	+	exactMatch	I	148164	148140	-
SPAC5H10.03	w2329	exactMatch	I	151472	151496	+	exactMatch	I	152985	152961	-	exactMatch	I	151964	151939	-	exactMatch	I	152502	152527	+	exactMatch	I	151589	151613	+	exactMatch	I	152877	152853	-
SPAC5H10.06c	w2332	exactMatch	I	158249	158225	-	exactMatch	I	156105	156129	+	exactMatch	I	157761	157785	+	exactMatch	I	156589	156564	-	exactMatch	I	158135	158111	-	exactMatch	I	156214	156238	+
SPAC5H10.07	w2333	exactMatch	I	158756	158780	+	exactMatch	I	159922	159898	-	exactMatch	I	159241	159215	-	exactMatch	I	159444	159472	+	exactMatch	I	158865	158889	+	exactMatch	I	159822	159798	-
SPAC5H10.08c	w2334	exactMatch	I	161394	161370	-	exactMatch	I	159644	159668	+	exactMatch	I	160915	160940	+	exactMatch	I	160127	160103	-	exactMatch	I	161290	161266	-	exactMatch	I	159753	159777	+
SPAC5H10.09c	w2335	exactMatch	I	162221	162197	-	exactMatch	I	160527	160551	+	exactMatch	I	161743	161767	+	exactMatch	I	161001	160977	-	exactMatch	I	162117	162093	-	exactMatch	I	160627	160651	+
SPAC5H10.10	w2336	exactMatch	I	162512	162536	+	exactMatch	I	164544	164520	-	exactMatch	I	162987	162962	-	exactMatch	I	164017	164041	+	exactMatch	I	162612	162636	+	exactMatch	I	164391	164367	-
SPAC5H10.12c	w2337	exactMatch	I	167944	167920	-	exactMatch	I	165997	166021	+	exactMatch	I	167449	167473	+	exactMatch	I	166472	166448	-	exactMatch	I	167823	167799	-	exactMatch	I	166098	166122	+
SPAC607.02c	w2339-0	exactMatch	I	2040773	2040749	-	exactMatch	I	2039165	2039189	+	exactMatch	I	2040261	2040285	+	exactMatch	I	2039640	2039615	-	exactMatch	I	2040635	2040611	-	exactMatch	I	2039265	2039289	+
SPAC607.05	w2340-0	exactMatch	I	2043779	2043806	+	exactMatch	I	2045484	2045460	-	exactMatch	I	2044357	2044333	-	exactMatch	I	2045007	2045031	+	exactMatch	I	2043983	2044007	+	exactMatch	I	2045381	2045357	-
SPAC607.07c	w2341	exactMatch	I	2048580	2048556	-	exactMatch	I	2047294	2047318	+	exactMatch	I	2048094	2048118	+	exactMatch	I	2047774	2047750	-	exactMatch	I	2048468	2048444	-	exactMatch	I	2047400	2047424	+
SPAC607.08c	w2342	exactMatch	I	2050581	2050557	-	exactMatch	I	2047971	2047995	+	exactMatch	I	2050105	2050130	+	exactMatch	I	2048447	2048421	-	exactMatch	I	2050480	2050456	-	exactMatch	I	2048071	2048095	+
SPAC607.09c	w2343	exactMatch	I	2052102	2052078	-	exactMatch	I	2050026	2050050	+	exactMatch	I	2051623	2051647	+	exactMatch	I	2050509	2050485	-	exactMatch	I	2051997	2051973	-	exactMatch	I	2050135	2050159	+
SPAC607.10	w2344	exactMatch	I	2053495	2053519	+	exactMatch	I	2057479	2057455	-	exactMatch	I	2053985	2053961	-	exactMatch	I	2057004	2057028	+	exactMatch	I	2053611	2053635	+	exactMatch	I	2057378	2057354	-
SPAC12G12.02	w2345-0	exactMatch	I	347053	347029	-	exactMatch	I	345620	345644	+	exactMatch	I	346541	346565	+	exactMatch	I	346094	346070	-	exactMatch	I	346915	346891	-	exactMatch	I	345720	345744	+
SPAC630.06c	w2348	exactMatch	I	357447	357423	-	exactMatch	I	355809	355833	+	exactMatch	I	356929	356953	+	exactMatch	I	356287	356261	-	exactMatch	I	357303	357279	-	exactMatch	I	355911	355935	+
SPAC630.08c	w2350	exactMatch	I	361409	361385	-	exactMatch	I	359744	359768	+	exactMatch	I	360935	360959	+	exactMatch	I	360228	360204	-	exactMatch	I	361309	361285	-	exactMatch	I	359854	359878	+
SPAC630.10	w2351	exactMatch	I	365132	365156	+	exactMatch	I	366788	366764	-	exactMatch	I	365640	365616	-	exactMatch	I	366299	366323	+	exactMatch	I	365266	365290	+	exactMatch	I	366673	366649	-
SPAC20H4.01	w2353	exactMatch	I	2111015	2111039	+	exactMatch	I	2112768	2112744	-	exactMatch	I	2111489	2111465	-	exactMatch	I	2112291	2112316	+	exactMatch	I	2111115	2111139	+	exactMatch	I	2112666	2112642	-
SPAC637.03	w2356	exactMatch	I	4542104	4542128	+	exactMatch	I	4543811	4543787	-	exactMatch	I	4542590	4542565	-	exactMatch	I	4543321	4543345	+	exactMatch	I	4542215	4542239	+	exactMatch	I	4543695	4543671	-
SPAC637.04	w2357	exactMatch	I	4543635	4543659	+	exactMatch	I	4547204	4547180	-	exactMatch	I	4544556	4544532	-	exactMatch	I	4546720	4546744	+	exactMatch	I	4544182	4544206	+	exactMatch	I	4547094	4547070	-
SPAC637.09	w2358	exactMatch	I	4554974	4554998	+	exactMatch	I	4557742	4557718	-	exactMatch	I	4555452	4555428	-	exactMatch	I	4557219	4557243	+	exactMatch	I	4555078	4555102	+	exactMatch	I	4557593	4557569	-
SPAC637.10c	w2359	exactMatch	I	4559080	4559056	-	exactMatch	I	4557305	4557329	+	exactMatch	I	4558606	4558630	+	exactMatch	I	4557797	4557773	-	exactMatch	I	4558980	4558956	-	exactMatch	I	4557423	4557447	+
SPAC637.13c	w2360	exactMatch	I	4565837	4565813	-	exactMatch	I	4563482	4563506	+	exactMatch	I	4565362	4565386	+	exactMatch	I	4563959	4563935	-	exactMatch	I	4565736	4565712	-	exactMatch	I	4563585	4563609	+
SPAC4F8.03	w2363-0	exactMatch	I	2673550	2673526	-	exactMatch	I	2672449	2672473	+	exactMatch	I	2673033	2673057	+	exactMatch	I	2672931	2672907	-	exactMatch	I	2673407	2673383	-	exactMatch	I	2672557	2672581	+
SPAC4F8.01	w2365	exactMatch	I	2676408	2676384	-	exactMatch	I	2674674	2674698	+	exactMatch	I	2675907	2675931	+	exactMatch	I	2675187	2675163	-	exactMatch	I	2676281	2676257	-	exactMatch	I	2674813	2674837	+
SPAC644.07	w2366	exactMatch	I	2685980	2686004	+	exactMatch	I	2688197	2688173	-	exactMatch	I	2686454	2686430	-	exactMatch	I	2687723	2687747	+	exactMatch	I	2686080	2686104	+	exactMatch	I	2688097	2688073	-
SPAC644.08	w2367	exactMatch	I	2687812	2687836	+	exactMatch	I	2689249	2689225	-	exactMatch	I	2688669	2688645	-	exactMatch	I	2688763	2688790	+	exactMatch	I	2688295	2688319	+	exactMatch	I	2689140	2689116	-
SPAC644.09	w2368	exactMatch	I	2689330	2689354	+	exactMatch	I	2691413	2691389	-	exactMatch	I	2690177	2690153	-	exactMatch	I	2690914	2690938	+	exactMatch	I	2689803	2689827	+	exactMatch	I	2691288	2691264	-
SPAC644.13c	w2371	exactMatch	I	2698519	2698495	-	exactMatch	I	2696973	2696997	+	exactMatch	I	2698045	2698069	+	exactMatch	I	2697447	2697423	-	exactMatch	I	2698419	2698395	-	exactMatch	I	2697073	2697097	+
SPAC644.18c	w2373-0	exactMatch	I	2706047	2706023	-	exactMatch	I	2704456	2704480	+	exactMatch	I	2705559	2705583	+	exactMatch	I	2704965	2704941	-	exactMatch	I	2705933	2705909	-	exactMatch	I	2704591	2704615	+
SPAC664.03	w2375-0	exactMatch	I	1708400	1708424	+	exactMatch	I	1710657	1710633	-	exactMatch	I	1709298	1709272	-	exactMatch	I	1710159	1710183	+	exactMatch	I	1708922	1708946	+	exactMatch	I	1710533	1710509	-
SPAC664.08c	w2377-0	exactMatch	I	1718062	1718038	-	exactMatch	I	1715763	1715787	+	exactMatch	I	1717564	1717588	+	exactMatch	I	1716297	1716273	-	exactMatch	I	1717938	1717914	-	exactMatch	I	1715923	1715947	+
SPAC664.12c	w2378	exactMatch	I	1729344	1729320	-	exactMatch	I	1728125	1728149	+	exactMatch	I	1728870	1728894	+	exactMatch	I	1728660	1728635	-	exactMatch	I	1729244	1729220	-	exactMatch	I	1728285	1728309	+
SPAC664.13	w2379	exactMatch	I	1729073	1729097	+	exactMatch	I	1730308	1730284	-	exactMatch	I	1729593	1729569	-	exactMatch	I	1729834	1729858	+	exactMatch	I	1729219	1729243	+	exactMatch	I	1730208	1730184	-
SPAC25B8.19c	w2380	exactMatch	I	4194654	4194630	-	exactMatch	I	4192510	4192534	+	exactMatch	I	4194176	4194200	+	exactMatch	I	4192991	4192967	-	exactMatch	I	4194550	4194526	-	exactMatch	I	4192617	4192641	+
SPAC589.12	w2381-0	exactMatch	I	3112041	3112065	+	exactMatch	I	3113718	3113694	-	exactMatch	I	3112530	3112506	-	exactMatch	I	3113234	3113259	+	exactMatch	I	3112156	3112180	+	exactMatch	I	3113609	3113585	-
SPAC688.02c	w2382	exactMatch	I	3114860	3114836	-	exactMatch	I	3113130	3113154	+	exactMatch	I	3114386	3114410	+	exactMatch	I	3113606	3113580	-	exactMatch	I	3114760	3114736	-	exactMatch	I	3113230	3113254	+
SPAC688.03c	w2383	exactMatch	I	3115890	3115866	-	exactMatch	I	3114190	3114214	+	exactMatch	I	3115405	3115429	+	exactMatch	I	3114715	3114690	-	exactMatch	I	3115779	3115755	-	exactMatch	I	3114340	3114364	+
SPAC688.04c	w2384	exactMatch	I	3117197	3117173	-	exactMatch	I	3115628	3115652	+	exactMatch	I	3116702	3116726	+	exactMatch	I	3116121	3116095	-	exactMatch	I	3117076	3117052	-	exactMatch	I	3115745	3115769	+
SPAC688.07c	w2385	exactMatch	I	3122940	3122916	-	exactMatch	I	3118929	3118953	+	exactMatch	I	3122441	3122465	+	exactMatch	I	3119403	3119379	-	exactMatch	I	3122815	3122791	-	exactMatch	I	3119029	3119053	+
SPAC688.12c	w2387	exactMatch	I	3139675	3139651	-	exactMatch	I	3138272	3138296	+	exactMatch	I	3139156	3139180	+	exactMatch	I	3138756	3138730	-	exactMatch	I	3139530	3139506	-	exactMatch	I	3138380	3138404	+
SPAC694.04c	w2391-0	exactMatch	I	4208514	4208490	-	exactMatch	I	4206348	4206372	+	exactMatch	I	4207968	4207992	+	exactMatch	I	4206826	4206802	-	exactMatch	I	4208342	4208318	-	exactMatch	I	4206452	4206476	+
SPAC694.06c	w2392	exactMatch	I	4212793	4212769	-	exactMatch	I	4208834	4208858	+	exactMatch	I	4212315	4212339	+	exactMatch	I	4209308	4209284	-	exactMatch	I	4212689	4212665	-	exactMatch	I	4208934	4208958	+
SPAC1B9.03c	w2393-0	exactMatch	I	2406774	2406798	+	exactMatch	I	2408401	2408377	-	exactMatch	I	2407256	2407231	-	exactMatch	I	2407919	2407943	+	exactMatch	I	2406881	2406905	+	exactMatch	I	2408293	2408269	-
SPAC6B12.02c	w2394	exactMatch	I	2414420	2414396	-	exactMatch	I	2407857	2407881	+	exactMatch	I	2413946	2413970	+	exactMatch	I	2408332	2408307	-	exactMatch	I	2414320	2414296	-	exactMatch	I	2407957	2407981	+
SPAC6B12.03c	w2395	exactMatch	I	2415558	2415534	-	exactMatch	I	2413779	2413803	+	exactMatch	I	2415083	2415107	+	exactMatch	I	2414253	2414229	-	exactMatch	I	2415457	2415433	-	exactMatch	I	2413879	2413903	+
SPAC6B12.05c	w2396	exactMatch	I	2420069	2420045	-	exactMatch	I	2418309	2418333	+	exactMatch	I	2419547	2419571	+	exactMatch	I	2418791	2418767	-	exactMatch	I	2419921	2419897	-	exactMatch	I	2418417	2418441	+
SPAC6B12.08	w2398	exactMatch	I	2425753	2425777	+	exactMatch	I	2427904	2427880	-	exactMatch	I	2426697	2426673	-	exactMatch	I	2427430	2427454	+	exactMatch	I	2426323	2426347	+	exactMatch	I	2427804	2427780	-
SPAC6B12.09	w2399	exactMatch	I	2427588	2427612	+	exactMatch	I	2429380	2429356	-	exactMatch	I	2428075	2428051	-	exactMatch	I	2428906	2428930	+	exactMatch	I	2427701	2427725	+	exactMatch	I	2429280	2429256	-
SPAC6B12.11	w2400-0	exactMatch	I	2430548	2430572	+	exactMatch	I	2432553	2432529	-	exactMatch	I	2431472	2431448	-	exactMatch	I	2432077	2432103	+	exactMatch	I	2431098	2431122	+	exactMatch	I	2432453	2432429	-
SPAC6B12.12	w2401	exactMatch	I	2433026	2433050	+	exactMatch	I	2435719	2435695	-	exactMatch	I	2433500	2433476	-	exactMatch	I	2435228	2435254	+	exactMatch	I	2433126	2433150	+	exactMatch	I	2435604	2435580	-
SPAC6B12.13	w2402-0	exactMatch	I	2435606	2435630	+	exactMatch	I	2437038	2437014	-	exactMatch	I	2436531	2436507	-	exactMatch	I	2436521	2436545	+	exactMatch	I	2436157	2436181	+	exactMatch	I	2436895	2436871	-
SPAC6B12.16	w2405	exactMatch	I	2442366	2442390	+	exactMatch	I	2444279	2444255	-	exactMatch	I	2443163	2443139	-	exactMatch	I	2443804	2443829	+	exactMatch	I	2442789	2442813	+	exactMatch	I	2444179	2444155	-
SPAC32A11.04c	w2406	exactMatch	I	2444907	2444883	-	exactMatch	I	2443536	2443560	+	exactMatch	I	2444432	2444456	+	exactMatch	I	2444075	2444050	-	exactMatch	I	2444806	2444782	-	exactMatch	I	2443700	2443724	+
SPAC13G7.13c	w2407	exactMatch	I	2320689	2320665	-	exactMatch	I	2319058	2319082	+	exactMatch	I	2320189	2320213	+	exactMatch	I	2319545	2319521	-	exactMatch	I	2320563	2320539	-	exactMatch	I	2319171	2319195	+
SPAC6C3.02c	w2408	exactMatch	I	2325583	2325559	-	exactMatch	I	2324215	2324239	+	exactMatch	I	2325105	2325130	+	exactMatch	I	2324719	2324695	-	exactMatch	I	2325480	2325456	-	exactMatch	I	2324345	2324369	+
SPAC6C3.03c	w2409	exactMatch	I	2327014	2326990	-	exactMatch	I	2325910	2325934	+	exactMatch	I	2326539	2326564	+	exactMatch	I	2326403	2326379	-	exactMatch	I	2326914	2326890	-	exactMatch	I	2326029	2326053	+
SPAC6C3.04	w2410	exactMatch	I	2328227	2328251	+	exactMatch	I	2330546	2330522	-	exactMatch	I	2328710	2328686	-	exactMatch	I	2330028	2330052	+	exactMatch	I	2328336	2328360	+	exactMatch	I	2330402	2330378	-
SPAC6C3.07	w2412	exactMatch	I	2335632	2335656	+	exactMatch	I	2338031	2338007	-	exactMatch	I	2336204	2336180	-	exactMatch	I	2337542	2337566	+	exactMatch	I	2335830	2335854	+	exactMatch	I	2337916	2337892	-
SPAC6C3.09	w2413	exactMatch	I	2339434	2339458	+	exactMatch	I	2341574	2341550	-	exactMatch	I	2340398	2340374	-	exactMatch	I	2341091	2341115	+	exactMatch	I	2340024	2340048	+	exactMatch	I	2341465	2341441	-
SPAC17G8.01c	w2414-0	exactMatch	I	2343700	2343676	-	exactMatch	I	2340896	2340920	+	exactMatch	I	2343225	2343249	+	exactMatch	I	2341371	2341346	-	exactMatch	I	2343599	2343575	-	exactMatch	I	2340996	2341020	+
SPAC6F12.03c	w2416	exactMatch	I	1314913	1314889	-	exactMatch	I	1313282	1313306	+	exactMatch	I	1314403	1314427	+	exactMatch	I	1313757	1313733	-	exactMatch	I	1314777	1314753	-	exactMatch	I	1313383	1313407	+
SPAC6F12.04	w2417	exactMatch	I	1315699	1315723	+	exactMatch	I	1316921	1316897	-	exactMatch	I	1316228	1316202	-	exactMatch	I	1316439	1316464	+	exactMatch	I	1315852	1315876	+	exactMatch	I	1316814	1316790	-
SPAC6F12.06	w2418	exactMatch	I	1319400	1319424	+	exactMatch	I	1320843	1320819	-	exactMatch	I	1319874	1319850	-	exactMatch	I	1320368	1320392	+	exactMatch	I	1319500	1319524	+	exactMatch	I	1320742	1320718	-
SPAC6F12.08c	w2419	exactMatch	I	1324764	1324740	-	exactMatch	I	1321989	1322013	+	exactMatch	I	1324273	1324297	+	exactMatch	I	1322481	1322456	-	exactMatch	I	1324647	1324623	-	exactMatch	I	1322106	1322130	+
SPAC6F6.02c	w2420	exactMatch	I	2733989	2733965	-	exactMatch	I	2732074	2732098	+	exactMatch	I	2733515	2733539	+	exactMatch	I	2732584	2732560	-	exactMatch	I	2733889	2733865	-	exactMatch	I	2732210	2732234	+
SPAC6F6.04c	w2421	exactMatch	I	2738591	2738567	-	exactMatch	I	2736226	2736250	+	exactMatch	I	2738109	2738133	+	exactMatch	I	2736745	2736721	-	exactMatch	I	2738483	2738459	-	exactMatch	I	2736371	2736395	+
SPAC6F6.11c	w2423	exactMatch	I	2753224	2753200	-	exactMatch	I	2751297	2751321	+	exactMatch	I	2752745	2752769	+	exactMatch	I	2751805	2751781	-	exactMatch	I	2753119	2753095	-	exactMatch	I	2751431	2751455	+
SPAC6F6.12	w2424	exactMatch	I	2754408	2754432	+	exactMatch	I	2756578	2756554	-	exactMatch	I	2755302	2755278	-	exactMatch	I	2756067	2756091	+	exactMatch	I	2754928	2754952	+	exactMatch	I	2756441	2756417	-
SPAC6F6.13c	w2425	exactMatch	I	2759283	2759259	-	exactMatch	I	2756049	2756073	+	exactMatch	I	2758809	2758833	+	exactMatch	I	2756525	2756500	-	exactMatch	I	2759183	2759159	-	exactMatch	I	2756150	2756174	+
SPAC6F6.15	w2426	exactMatch	I	2761856	2761880	+	exactMatch	I	2763838	2763814	-	exactMatch	I	2762825	2762801	-	exactMatch	I	2763364	2763388	+	exactMatch	I	2762451	2762475	+	exactMatch	I	2763738	2763714	-
SPAC6G10.03c	w2429	exactMatch	I	3220683	3220659	-	exactMatch	I	3218502	3218526	+	exactMatch	I	3220209	3220233	+	exactMatch	I	3219050	3219026	-	exactMatch	I	3220583	3220559	-	exactMatch	I	3218676	3218700	+
SPAC6G10.04c	w2430-0	exactMatch	I	3222579	3222555	-	exactMatch	I	3220657	3220681	+	exactMatch	I	3222033	3222057	+	exactMatch	I	3221273	3221247	-	exactMatch	I	3222407	3222383	-	exactMatch	I	3220897	3220921	+
SPAC6G10.05c	w2431	exactMatch	I	3226645	3226621	-	exactMatch	I	3222060	3222084	+	exactMatch	I	3226169	3226193	+	exactMatch	I	3222542	3222518	-	exactMatch	I	3226543	3226519	-	exactMatch	I	3222168	3222192	+
SPAC6G10.06	w2432	exactMatch	I	3226514	3226538	+	exactMatch	I	3228637	3228613	-	exactMatch	I	3227403	3227379	-	exactMatch	I	3228145	3228171	+	exactMatch	I	3227029	3227053	+	exactMatch	I	3228521	3228497	-
SPAC6G10.10c	w2435	exactMatch	I	3237446	3237422	-	exactMatch	I	3235967	3235991	+	exactMatch	I	3236967	3236991	+	exactMatch	I	3236447	3236423	-	exactMatch	I	3237341	3237317	-	exactMatch	I	3236073	3236097	+
SPAC6G9.01c	w2436	exactMatch	I	3242726	3242702	-	exactMatch	I	3241503	3241527	+	exactMatch	I	3242237	3242261	+	exactMatch	I	3241978	3241953	-	exactMatch	I	3242611	3242587	-	exactMatch	I	3241603	3241627	+
SPAC6G9.03c	w2437	exactMatch	I	3247968	3247944	-	exactMatch	I	3246044	3246068	+	exactMatch	I	3247494	3247518	+	exactMatch	I	3246520	3246496	-	exactMatch	I	3247868	3247844	-	exactMatch	I	3246146	3246170	+
SPAC6G9.04	w2438	exactMatch	I	3248150	3248174	+	exactMatch	I	3252995	3252971	-	exactMatch	I	3248624	3248600	-	exactMatch	I	3252521	3252545	+	exactMatch	I	3248250	3248274	+	exactMatch	I	3252895	3252871	-
SPAC6G9.06c	w2439	exactMatch	I	3258615	3258591	-	exactMatch	I	3254089	3254113	+	exactMatch	I	3258141	3258165	+	exactMatch	I	3254563	3254539	-	exactMatch	I	3258515	3258491	-	exactMatch	I	3254189	3254213	+
